Name,Link,Price_AMD,Price_USD,State,City,Address,Category,Review_Count,Average_Score,Free_WiFi,Breakfast_Included,Free_Parking,Swimming_Pool
Azoyan Holiday Resort Hotel,https://www.tripadvisor.com//Hotel_Review-g1055321-d7067782-Reviews-Azoyan_Holiday_Resort_Hotel-Sisian_Syunik_Province.html,10000.0,21.0,Syunik Province,Sisian,Shaki Highway 1,Specialty Lodging,9,5.0,1,0,1,0
"B&B ""MAGHaY""",https://www.tripadvisor.com//Hotel_Review-g1438527-d2166239-Reviews-B_B_MAGHaY-Vanadzor_Lori_Province.html,21467.0,44.0,Lori Province,Vanadzor,Azatamartikner 21,B&Bs,68,4.86764705882353,1,0,1,0
B&B Ara Geghetsik,https://www.tripadvisor.com//Hotel_Review-g2708789-d12233173-Reviews-B_B_Ara_Geghetsik-Ijevan_Tavush_Province.html,6742.0,14.0,Tavush Province,Ijevan,"Ul. Metakhagortsneri, Dom 27a",Other,0,0.0,0,0,0,0
B&B Edil,https://www.tripadvisor.com//Hotel_Review-g2708789-d14002635-Reviews-B_B_Edil-Ijevan_Tavush_Province.html,18000.0,37.0,Tavush Province,Ijevan,Yerevanian Streeet 3,Other,0,0.0,0,0,0,0
B&B Gabriela,https://www.tripadvisor.com//Hotel_Review-g1438527-d15349904-Reviews-B_B_Gabriela-Vanadzor_Lori_Province.html,9992.0,21.0,Lori Province,Vanadzor,Vardananc 86/2B Dom 13,Other,0,0.0,0,0,0,0
B&B in Vanadzor,https://www.tripadvisor.com//Hotel_Review-g1438527-d13386889-Reviews-B_B_in_Vanadzor-Vanadzor_Lori_Province.html,9908.0,20.0,Lori Province,Vanadzor,Aghayan Street House 33,Other,0,0.0,1,0,0,0
B&B Iris,https://www.tripadvisor.com//Hotel_Review-g815351-d2310214-Reviews-B_B_Iris-Alaverdi_Lori_Province.html,9167.0,19.0,Lori Province,Alaverdi,Baghramyan street 65,B&Bs,182,4.74175824175824,1,0,1,0
B&B Kamar,https://www.tripadvisor.com//Hotel_Review-g2708789-d6420366-Reviews-B_B_Kamar-Ijevan_Tavush_Province.html,8333.0,17.0,Tavush Province,Ijevan,Nalbandyan Street 2,B&Bs,12,4.83333333333333,1,0,1,0
B&B Komfort,https://www.tripadvisor.com//Hotel_Review-g2708789-d13957370-Reviews-B_B_Komfort-Ijevan_Tavush_Province.html,18333.0,38.0,Tavush Province,Ijevan,Idzhevan ul Yerevanyan 173/3,Other,0,0.0,0,0,0,0
B&B Nina,https://www.tripadvisor.com//Hotel_Review-g1160895-d1166656-Reviews-B_B_Nina-Dilijan_Tavush_Province.html,16000.0,33.0,Tavush Province,Dilijan,Myasnikyan st. 18,B&Bs,50,3.94,1,0,1,0
B&B Odzun,https://www.tripadvisor.com//Hotel_Review-g2426280-d8465888-Reviews-B_B_Odzun-Odzun_Alaverdi_Lori_Province.html,95869.0,197.0,Lori Province,Alaverdi,"Street, 4 22",Specialty Lodging,25,5.0,1,0,1,0
B&B Pegas,https://www.tripadvisor.com//Hotel_Review-g815351-d12712956-Reviews-B_B_Pegas-Alaverdi_Lori_Province.html,22500.0,46.0,Lori Province,Alaverdi,Engels Street 7,Other,0,0.0,0,0,0,0
B&B Welcome,https://www.tripadvisor.com//Hotel_Review-g1160895-d12503405-Reviews-B_B_Welcome-Dilijan_Tavush_Province.html,11667.0,24.0,Tavush Province,Dilijan,Shamakhyan Street,Other,0,0.0,0,0,0,0
"B&B, Vacation House",https://www.tripadvisor.com//Hotel_Review-g666439-d15339562-Reviews-B_B_Vacation_House-Goris_Syunik_Province.html,28500.0,59.0,Syunik Province,Goris,Ankakhutyan Street,Other,0,0.0,0,0,0,0
B1 Hostel,https://www.tripadvisor.com//Hotel_Review-g293932-d12989412-Reviews-B1_Hostel-Yerevan.html,7200.0,15.0,Yerevan,Yerevan,Nalbandyan str. 19/1,Specialty Lodging,1,4.0,1,0,1,0
Baden-Baden,https://www.tripadvisor.com//Hotel_Review-g2151208-d6958728-Reviews-Baden_Baden-Tsakhkadzor_Kotayk_Province.html,36000.0,74.0,Kotayk Province,Tsakhkadzor,"Mher Mkrtchyan St., 14",Hotel,2,5.0,1,0,1,0
Bagart Mini Hotel,https://www.tripadvisor.com//Hotel_Review-g2151208-d5984391-Reviews-Bagart_Mini_Hotel-Tsakhkadzor_Kotayk_Province.html,23750.0,49.0,Kotayk Province,Tsakhkadzor,"Tsakhkunyats St., 7",Specialty Lodging,1,5.0,0,0,0,0
Balcon Boutique Hotel,https://www.tripadvisor.com//Hotel_Review-g293932-d12462488-Reviews-Balcon_Boutique_Hotel-Yerevan.html,20825.0,43.0,Yerevan,Yerevan,Amiryan str. 8,Specialty Lodging,7,3.71428571428571,1,0,1,0
Balcony Villa Hostel,https://www.tripadvisor.com//Hotel_Review-g293932-d7022258-Reviews-Balcony_Villa_Hostel-Yerevan.html,11667.0,24.0,Yerevan,Yerevan,Hovsep Emin Street 3/1,Specialty Lodging,11,4.81818181818182,1,0,1,0
Bass Boutique Hotel,https://www.tripadvisor.com//Hotel_Review-g293932-d308335-Reviews-Bass_Boutique_Hotel-Yerevan.html,22500.0,46.0,Yerevan,Yerevan,Aygyedzor 3/1,Hotel,108,4.21296296296296,1,0,1,0
Baxos Hotel,https://www.tripadvisor.com//Hotel_Review-g293932-d8262842-Reviews-Baxos_Hotel-Yerevan.html,10156.0,21.0,Yerevan,Yerevan,Koryun str. 5,B&Bs,11,2.0,1,0,1,0
Beauty Hotel Dilijan,https://www.tripadvisor.com//Hotel_Review-g1160895-d16657742-Reviews-Beauty_Hotel_Dilijan-Dilijan_Tavush_Province.html,12492.0,26.0,Tavush Province,Dilijan,"Kalinin Street, 1 Blind Alley 90",Other,0,0.0,1,0,1,0
Bed and Breakfast Nushka's Place,https://www.tripadvisor.com//Hotel_Review-g1160895-d12672252-Reviews-Bed_and_Breakfast_Nushka_s_Place-Dilijan_Tavush_Province.html,12500.0,26.0,Tavush Province,Dilijan,Myasnikyan Street 1A,Other,0,0.0,1,0,0,0
Bella Hotel,https://www.tripadvisor.com//Hotel_Review-g293932-d6635845-Reviews-Bella_Hotel-Yerevan.html,12500.0,26.0,Yerevan,Yerevan,Kochar Yervand str. 6,B&Bs,4,1.0,1,0,0,0
Benefice Hotel & Tours,https://www.tripadvisor.com//Hotel_Review-g293932-d8443500-Reviews-Benefice_Hotel_Tours-Yerevan.html,15000.0,31.0,Yerevan,Yerevan,Sasuntsi David str. 66,Specialty Lodging,23,4.26086956521739,1,0,1,0
Berlin Art Hotel,https://www.tripadvisor.com//Hotel_Review-g815353-d2262397-Reviews-Berlin_Art_Hotel-Gyumri_Shirak_Province.html,13077.0,27.0,Shirak Province,Gyumri,Haghtanaki Bvd. 25,Hotel,65,4.296875,1,0,1,0
Best Eastern Arma Hotel,https://www.tripadvisor.com//Hotel_Review-g293932-d308333-Reviews-Best_Eastern_Arma_Hotel-Yerevan.html,10000.0,21.0,Yerevan,Yerevan,275 Norki Ayginer street,Hotel,3,3.0,0,1,0,0
Best Eastern Hotel Metropol,https://www.tripadvisor.com//Hotel_Review-g293932-d308339-Reviews-Best_Eastern_Hotel_Metropol-Yerevan.html,22500.0,46.0,Yerevan,Yerevan,Mashtots M. ave 2/2,Hotel,110,3.74545454545455,1,0,0,1
Best Eastern Hotel Yerevan,https://www.tripadvisor.com//Hotel_Review-g293932-d308344-Reviews-Best_Eastern_Hotel_Yerevan-Yerevan.html,14167.0,29.0,Yerevan,Yerevan,Abovyan str. 14,Hotel,17,4.52941176470588,1,0,0,1
Best Hostel Republic Square,https://www.tripadvisor.com//Hotel_Review-g293932-d10671718-Reviews-Best_Hostel_Republic_Square-Yerevan.html,9992.0,21.0,Yerevan,Yerevan,"Vazgen Sargsyan Street, 26",Specialty Lodging,8,3.375,1,0,0,0
Best Hostel,https://www.tripadvisor.com//Hotel_Review-g293932-d7710601-Reviews-Best_Hostel-Yerevan.html,99854.0,205.0,Yerevan,Yerevan,Lyeningradyan str. 6,Specialty Lodging,18,3.94117647058824,1,0,1,0
Best Western Bohemian Resort,https://www.tripadvisor.com//Hotel_Review-g666442-d1382439-Reviews-Best_Western_Bohemian_Resort-Sevan_Lake_Sevan_Gegharkunik_Province.html,28500.0,59.0,Gegharkunik Province,Lake Sevan,near Peninsula Sevanavanq Sevan Lake,Hotel,73,2.89041095890411,1,0,1,0
Best Western Plus Congress Hotel,https://www.tripadvisor.com//Hotel_Review-g293932-d308336-Reviews-Best_Western_Plus_Congress_Hotel-Yerevan.html,33150.0,68.0,Yerevan,Yerevan,1 Italy Street,Hotel,636,4.17274167987322,1,0,1,0
Bien Hotel,https://www.tripadvisor.com//Hotel_Review-g293932-d14029725-Reviews-Bien_Hotel-Yerevan.html,22500.0,46.0,Yerevan,Yerevan,Ayasa str. 72/1,B&Bs,8,4.875,1,0,1,0
Bistro Taq Kerakur,https://www.tripadvisor.com//Hotel_Review-g815353-d7248268-Reviews-Bistro_Taq_Kerakur-Gyumri_Shirak_Province.html,9986.0,21.0,Shirak Province,Gyumri,at the junction of Rizhkov & Gorki sts,Other,0,0.0,0,0,0,0
Bitlis,https://www.tripadvisor.com//Hotel_Review-g293932-d14174703-Reviews-Bitlis-Yerevan.html,24992.0,51.0,Yerevan,Yerevan,"Tbilisyan highway, 20/6",Other,0,0.0,1,0,1,0
Bliss,https://www.tripadvisor.com//Hotel_Review-g293932-d12681255-Reviews-Bliss-Yerevan.html,12000.0,25.0,Yerevan,Yerevan,22 Sebastia Street 1,B&Bs,2,1.0,0,0,0,0
Bloor Hotel,https://www.tripadvisor.com//Hotel_Review-g293932-d13951764-Reviews-Bloor_Hotel-Yerevan.html,13990.0,29.0,Yerevan,Yerevan,Keru 67,Specialty Lodging,1,4.0,0,0,0,0
Bomo Nairi Hotel,https://www.tripadvisor.com//Hotel_Review-g293932-d622382-Reviews-Bomo_Nairi_Hotel-Yerevan.html,17075.0,35.0,Yerevan,Yerevan,121/7 Armenakyan Str,Hotel,81,3.85,1,1,1,0
Bonjour Guest House,https://www.tripadvisor.com//Hotel_Review-g293932-d12656140-Reviews-Bonjour_Guest_House-Yerevan.html,9658.0,20.0,Yerevan,Yerevan,Kristapor Street 68,B&Bs,1,5.0,0,0,0,0
Boris Travel Guest House,https://www.tripadvisor.com//Hotel_Review-g293932-d13471109-Reviews-Boris_Travel_Guest_House-Yerevan.html,14992.0,31.0,Yerevan,Yerevan,"Grant Shaginyana St.,1/2",B&Bs,1,5.0,1,0,1,0
Boulevard Hotel,https://www.tripadvisor.com//Hotel_Review-g293932-d12486956-Reviews-Boulevard_Hotel-Yerevan.html,26174.0,54.0,Yerevan,Yerevan,37 Pavstos Buzand Street,B&Bs,36,4.58333333333333,1,0,1,0
Boutique Hotel Casanova Inn,https://www.tripadvisor.com//Hotel_Review-g1160895-d2442921-Reviews-Boutique_Hotel_Casanova_Inn-Dilijan_Tavush_Province.html,7500.0,15.0,Tavush Province,Dilijan,Hovsepyan str 63,B&Bs,147,4.78231292517007,1,0,1,0
Bridge Hostel Yerevan Armenia,https://www.tripadvisor.com//Hotel_Review-g293932-d10102032-Reviews-Bridge_Hostel_Yerevan_Armenia-Yerevan.html,10825.0,22.0,Yerevan,Yerevan,41 Khanjyan Street,Specialty Lodging,28,4.92857142857143,1,0,1,0
Bridge Hostel,https://www.tripadvisor.com//Hotel_Review-g293932-d15221276-Reviews-Bridge_Hostel-Yerevan.html,17600.0,36.0,Yerevan,Yerevan,3rd Block Davtashen 6/2 Flat 13,Other,0,0.0,0,0,0,0
Bungalo Inn,https://www.tripadvisor.com//Hotel_Review-g293932-d7608569-Reviews-Bungalo_Inn-Yerevan.html,9985.0,21.0,Yerevan,Yerevan,Koryun str. 5,Other,0,0.0,0,0,0,0
Bunker Downtown Yerevan,https://www.tripadvisor.com//Hotel_Review-g293932-d12108186-Reviews-Bunker_Downtown_Yerevan-Yerevan.html,6658.0,14.0,Yerevan,Yerevan,4 Mesrop Mashtots Avenue,Specialty Lodging,3,2.66666666666667,0,0,0,0
Camping in Khustup,https://www.tripadvisor.com//Hotel_Review-g2711245-d15458209-Reviews-Camping_in_Khustup-Kapan_Syunik_Province.html,33325.0,69.0,Syunik Province,Kapan,Melik Stepanyan Street 42/27,Other,0,0.0,0,0,0,0
Capital Hotel,https://www.tripadvisor.com//Hotel_Review-g293932-d2387920-Reviews-Capital_Hotel-Yerevan.html,17000.0,35.0,Yerevan,Yerevan,Aygyedzor 53B,B&Bs,35,0.0,1,0,1,0
Caravan Hotel,https://www.tripadvisor.com//Hotel_Review-g293932-d12072039-Reviews-Caravan_Hotel-Yerevan.html,8333.0,17.0,Yerevan,Yerevan,7/21 Ashtarak Highway,Other,0,0.0,0,0,0,0
Cascade Hostel & Tours,https://www.tripadvisor.com//Hotel_Review-g293932-d6553208-Reviews-Cascade_Hostel_Tours-Yerevan.html,12492.0,26.0,Yerevan,Yerevan,Bagramyan Marshal ave 2,Specialty Lodging,40,4.575,1,0,1,0
Cascade Hotel,https://www.tripadvisor.com//Hotel_Review-g293932-d6213513-Reviews-Cascade_Hotel-Yerevan.html,30508.0,63.0,Yerevan,Yerevan,Zarobyan YA. str. 10/10,Hotel,98,4.37755102040816,1,0,1,0
Cascade Palace Hotel,https://www.tripadvisor.com//Hotel_Review-g293932-d6204807-Reviews-Cascade_Palace_Hotel-Yerevan.html,37492.0,77.0,Yerevan,Yerevan,Verin Antarayin Street 122,Other,0,0.0,0,0,0,0
Castel Dghyak Hotel,https://www.tripadvisor.com//Hotel_Review-g293932-d7726699-Reviews-Castel_Dghyak_Hotel-Yerevan.html,11000.0,23.0,Yerevan,Yerevan,Acharyan str. 34,Other,0,0.0,1,0,1,0
Caucasus Hotel,https://www.tripadvisor.com//Hotel_Review-g293932-d6885249-Reviews-Caucasus_Hotel-Yerevan.html,18333.0,38.0,Yerevan,Yerevan,Ashtarak Highway,Hotel,56,3.58928571428571,1,0,1,0
Caucasus Wildlife Refuge,https://www.tripadvisor.com//Hotel_Review-g293932-d7806536-Reviews-Caucasus_Wildlife_Refuge-Yerevan.html,16000.0,33.0,Yerevan,Yerevan,"Khanjian 47/1, apt 12",Specialty Lodging,1,5.0,1,0,1,0
Caxkadzor Mori Plaza,https://www.tripadvisor.com//Hotel_Review-g2151208-d13281105-Reviews-Caxkadzor_Mori_Plaza-Tsakhkadzor_Kotayk_Province.html,14900.0,31.0,Kotayk Province,Tsakhkadzor,Khachik Muradyan Street Mori Plaza,Other,0,0.0,1,0,1,0
Center Hostel,https://www.tripadvisor.com//Hotel_Review-g293932-d2079045-Reviews-Center_Hostel-Yerevan.html,7500.0,15.0,Yerevan,Yerevan,"4 Vardanantsa str., Apt 31",Specialty Lodging,45,4.24444444444444,1,0,1,0
Center,https://www.tripadvisor.com//Hotel_Review-g666439-d13811978-Reviews-Center-Goris_Syunik_Province.html,45833.0,94.0,Syunik Province,Goris,Orbelyanneri 25,B&Bs,1,5.0,0,0,0,0
Central Apartments By Ris,https://www.tripadvisor.com//Hotel_Review-g293932-d15295424-Reviews-Central_Apartments_By_Ris-Yerevan.html,22000.0,45.0,Yerevan,Yerevan,1st Blind Alley 2,Other,0,0.0,0,0,0,0
Central Hotel,https://www.tripadvisor.com//Hotel_Review-g293932-d12591914-Reviews-Central_Hotel-Yerevan.html,37448.0,77.0,Yerevan,Yerevan,Zakyan s. str. 7/1,B&Bs,34,4.61764705882353,1,0,1,0
Centrale Guesthouse,https://www.tripadvisor.com//Hotel_Review-g2708780-d10684870-Reviews-Centrale_Guesthouse-Jermuk_Vayots_Dzor_Province.html,9575.0,20.0,Vayots Dzor Province,Jermuk,Myasnikyan 12,Other,0,0.0,1,0,1,0
Centrium,https://www.tripadvisor.com//Hotel_Review-g293932-d13372780-Reviews-Centrium-Yerevan.html,13325.0,27.0,Yerevan,Yerevan,Tumanyan Street 15 Bldg. 2,Other,0,0.0,0,0,0,0
Chalet Gyumri,https://www.tripadvisor.com//Hotel_Review-g815353-d12838832-Reviews-Chalet_Gyumri-Gyumri_Shirak_Province.html,12492.0,26.0,Shirak Province,Gyumri,M. Khorenatsi 50/4,B&Bs,1,5.0,1,0,1,0
Charents Street Apartments,https://www.tripadvisor.com//Hotel_Review-g293932-d15857255-Reviews-Charents_Street_Apartments-Yerevan.html,26667.0,55.0,Yerevan,Yerevan,"28 Charyentsa str., Apt. 8",Other,0,0.0,0,0,0,0
Chastny BnB,https://www.tripadvisor.com//Hotel_Review-g293932-d8640066-Reviews-Chastny_BnB-Yerevan.html,16658.0,34.0,Yerevan,Yerevan,ul. Nikol Duman 31,Other,0,0.0,0,0,0,0
Cherry Hotel,https://www.tripadvisor.com//Hotel_Review-g293932-d8356690-Reviews-Cherry_Hotel-Yerevan.html,13333.0,27.0,Yerevan,Yerevan,Leningradyan Street 25,B&Bs,3,4.0,1,0,1,0
Chinari,https://www.tripadvisor.com//Hotel_Review-g666439-d12618513-Reviews-Chinari-Goris_Syunik_Province.html,38095.0,78.0,Syunik Province,Goris,Avangard 13,Other,0,0.0,0,0,0,0
Christina Plaza,https://www.tripadvisor.com//Hotel_Review-g293932-d10123163-Reviews-Christina_Plaza-Yerevan.html,11658.0,24.0,Yerevan,Yerevan,Paronyana str. 16,Other,0,0.0,1,0,1,0
Christy Hotel,https://www.tripadvisor.com//Hotel_Review-g666439-d1932075-Reviews-Christy_Hotel-Goris_Syunik_Province.html,35250.0,73.0,Syunik Province,Goris,Mashtots Street 9,B&Bs,59,0.0,1,0,1,0
City Center Apartments,https://www.tripadvisor.com//Hotel_Review-g293932-d15333476-Reviews-City_Center_Apartments-Yerevan.html,15385.0,32.0,Yerevan,Yerevan,"31 Tumanyan Street Apartment No 1, Ground Floor",Other,0,0.0,0,0,0,0
City Center Hostel,https://www.tripadvisor.com//Hotel_Review-g293932-d8493459-Reviews-City_Center_Hostel-Yerevan.html,19990.0,41.0,Yerevan,Yerevan,"5 Sayat Novy str., Apt. 27",Specialty Lodging,3,4.0,1,0,1,0
City Centre Apartments,https://www.tripadvisor.com//Hotel_Review-g293932-d12594723-Reviews-City_Centre_Apartments-Yerevan.html,15290.0,31.0,Yerevan,Yerevan,Mashtots M. ave 13,Hotel,2,5.0,1,0,0,0
City Centre Hotel by Picnic,https://www.tripadvisor.com//Hotel_Review-g293932-d7786379-Reviews-City_Centre_Hotel_by_Picnic-Yerevan.html,15229.0,31.0,Yerevan,Yerevan,20 Yeznik Koghbatsi Street,Hotel,93,4.43010752688172,1,0,1,0
CJ Hostel and Tours,https://www.tripadvisor.com//Hotel_Review-g293932-d15217871-Reviews-CJ_Hostel_and_Tours-Yerevan.html,20000.0,41.0,Yerevan,Yerevan,3rd Lane Hanrapetutyan Street,Specialty Lodging,1,4.0,0,0,0,0
Classic Hostel Yervan,https://www.tripadvisor.com//Hotel_Review-g293932-d7923624-Reviews-Classic_Hostel_Yervan-Yerevan.html,9524.0,20.0,Yerevan,Yerevan,Home 20 Kiyevyan str.,Specialty Lodging,15,4.71428571428571,1,0,1,0
Classy&Cozy Hostel,https://www.tripadvisor.com//Hotel_Review-g293932-d12591933-Reviews-Classy_Cozy_Hostel-Yerevan.html,6658.0,14.0,Yerevan,Yerevan,Kond str. 8,Specialty Lodging,9,3.55555555555556,1,0,0,0
Comfort Hostel,https://www.tripadvisor.com//Hotel_Review-g293932-d13302528-Reviews-Comfort_Hostel-Yerevan.html,25000.0,51.0,Yerevan,Yerevan,22 Shiraz Street,Other,0,0.0,1,0,0,0
Comfort Hotel,https://www.tripadvisor.com//Hotel_Review-g293932-d12600458-Reviews-Comfort_Hotel-Yerevan.html,15554.0,32.0,Yerevan,Yerevan,Khorenatsi 3rd d/st,B&Bs,8,0.0,1,0,1,0
Comfort House Hotel,https://www.tripadvisor.com//Hotel_Review-g293932-d8004164-Reviews-Comfort_House_Hotel-Yerevan.html,10833.0,22.0,Yerevan,Yerevan,Heratsi 16/4,B&Bs,20,3.95,1,0,1,0
Comfortable Apartment Near The Republic Square,https://www.tripadvisor.com//Hotel_Review-g293932-d15779348-Reviews-Comfortable_Apartment_Near_The_Republic_Square-Yerevan.html,48260.0,99.0,Yerevan,Yerevan,"Ulitsa Pavstosa Byuzanda 7, Kv. 73",Other,0,0.0,0,0,0,0
Cottage at Arshakunyants Ave.,https://www.tripadvisor.com//Hotel_Review-g293932-d12964744-Reviews-Cottage_at_Arshakunyants_Ave-Yerevan.html,20825.0,43.0,Yerevan,Yerevan,Arshakunyats ave 315,Other,0,0.0,0,0,1,0
Cottage Guest House,https://www.tripadvisor.com//Hotel_Review-g2151208-d7387539-Reviews-Cottage_Guest_House-Tsakhkadzor_Kotayk_Province.html,11553.0,24.0,Kotayk Province,Tsakhkadzor,Yeghishe Charents Street,Other,0,0.0,0,0,0,0
Cottage in Tsaghkadzor,https://www.tripadvisor.com//Hotel_Review-g2151208-d7603973-Reviews-Cottage_in_Tsaghkadzor-Tsakhkadzor_Kotayk_Province.html,35250.0,73.0,Kotayk Province,Tsakhkadzor,Isahakyan 2/5,Other,0,0.0,0,0,0,0
Cottage,https://www.tripadvisor.com//Hotel_Review-g2151208-d16651471-Reviews-Cottage-Tsakhkadzor_Kotayk_Province.html,24992.0,51.0,Kotayk Province,Tsakhkadzor,Orbeli Brothers Street,Other,0,0.0,0,0,0,0
Country House Gyulbenkyan 10,https://www.tripadvisor.com//Hotel_Review-g293932-d12700891-Reviews-Country_House_Gyulbenkyan_10-Yerevan.html,20818.0,43.0,Yerevan,Yerevan,Gyulbyekyan str. 10,Other,0,0.0,1,0,1,0
Cozy room in provence style,https://www.tripadvisor.com//Hotel_Review-g13109039-d15326968-Reviews-Cozy_room_in_provence_style-Kasakh_Yerevan.html,10817.0,22.0,Yerevan,Yerevan,"Andranik Zoravar Street 25, Apt. 38",Other,0,0.0,0,0,0,0
Cross Resort Hotel,https://www.tripadvisor.com//Hotel_Review-g293932-d6279855-Reviews-Cross_Resort_Hotel-Yerevan.html,20000.0,41.0,Yerevan,Yerevan,Ashtarak highway 50-1,Hotel,53,4.90566037735849,1,0,1,0
Daniel Boutique Hotel,https://www.tripadvisor.com//Hotel_Review-g293932-d12385925-Reviews-Daniel_Boutique_Hotel-Yerevan.html,21992.0,45.0,Yerevan,Yerevan,Movses Khorenatsi str. 4/3,Hotel,25,4.88,1,0,1,0
Daravand,https://www.tripadvisor.com//Hotel_Review-g1160895-d6584482-Reviews-Daravand-Dilijan_Tavush_Province.html,4992.0,10.0,Tavush Province,Dilijan,Abovyan 46,B&Bs,27,4.51851851851852,1,0,1,0
Darist Hotel,https://www.tripadvisor.com//Hotel_Review-g2711245-d3526278-Reviews-Darist_Hotel-Kapan_Syunik_Province.html,19990.0,41.0,Syunik Province,Kapan,Aram Manukyan str. 1a,B&Bs,4,2.75,0,0,0,0
David's B&B,https://www.tripadvisor.com//Hotel_Review-g815353-d15597612-Reviews-David_s_B_B-Gyumri_Shirak_Province.html,20833.0,43.0,Shirak Province,Gyumri,Dashtents Street 94,Other,0,0.0,0,0,0,0
DDD Hotel,https://www.tripadvisor.com//Hotel_Review-g293932-d2442931-Reviews-DDD_Hotel-Yerevan.html,10833.0,22.0,Yerevan,Yerevan,Komitas ave 54 v,B&Bs,10,1.875,1,0,1,0
Debed Hotel,https://www.tripadvisor.com//Hotel_Review-g815351-d3253331-Reviews-Debed_Hotel-Alaverdi_Lori_Province.html,14990.0,31.0,Lori Province,Alaverdi,"1 Gay Str., Sanahin Sarahart",B&Bs,18,3.61111111111111,1,0,1,0
Deluxe Hotel Yerevan,https://www.tripadvisor.com//Hotel_Review-g293932-d1479879-Reviews-Deluxe_Hotel_Yerevan-Yerevan.html,15000.0,31.0,Yerevan,Yerevan,Komitas ave 32,Hotel,246,4.46530612244898,1,0,1,0
Dghyak Pansion,https://www.tripadvisor.com//Hotel_Review-g1160895-d3357232-Reviews-Dghyak_Pansion-Dilijan_Tavush_Province.html,14982.0,31.0,Tavush Province,Dilijan,Sayat-Nova Street 50,B&Bs,28,4.53571428571429,1,0,0,0
Diamond Hotel Yerevan,https://www.tripadvisor.com//Hotel_Review-g293932-d6839245-Reviews-Diamond_Hotel_Yerevan-Yerevan.html,37500.0,77.0,Yerevan,Yerevan,Arami str. 86,Hotel,88,4.26744186046512,1,0,1,0
Dian Hotel,https://www.tripadvisor.com//Hotel_Review-g2711245-d6475500-Reviews-Dian_Hotel-Kapan_Syunik_Province.html,9990.0,21.0,Syunik Province,Kapan,Gortsaranain 3/2/1-2,B&Bs,4,3.75,1,0,0,0
Diana Hotel,https://www.tripadvisor.com//Hotel_Review-g666439-d2702293-Reviews-Diana_Hotel-Goris_Syunik_Province.html,11990.0,25.0,Syunik Province,Goris,Artsakh Highway 30,B&Bs,57,3.28070175438596,1,0,1,0
DilHouse,https://www.tripadvisor.com//Hotel_Review-g1160895-d12996169-Reviews-DilHouse-Dilijan_Tavush_Province.html,22500.0,46.0,Tavush Province,Dilijan,Mkhitaryan 2,Other,0,0.0,1,0,1,0
Dili Villa Guesthouse,https://www.tripadvisor.com//Hotel_Review-g1160895-d1532378-Reviews-Dili_Villa_Guesthouse-Dilijan_Tavush_Province.html,6154.0,13.0,Tavush Province,Dilijan,Myasnikyan Street 12a,B&Bs,54,4.2962962962963,1,0,1,0
Dina,https://www.tripadvisor.com//Hotel_Review-g1055321-d6163758-Reviews-Dina-Sisian_Syunik_Province.html,12121.0,25.0,Syunik Province,Sisian,"Sisakan St., 35",B&Bs,8,3.83333333333333,0,0,0,0
Dok Hotel,https://www.tripadvisor.com//Hotel_Review-g2708789-d6475328-Reviews-Dok_Hotel-Ijevan_Tavush_Province.html,13325.0,27.0,Tavush Province,Ijevan,Ankakhutyan str 40,Other,0,0.0,1,0,1,0
Dom Moskvy,https://www.tripadvisor.com//Hotel_Review-g293932-d7184938-Reviews-Dom_Moskvy-Yerevan.html,7992.0,16.0,Yerevan,Yerevan,"Argishti St., 7",B&Bs,1,3.0,0,1,1,0
Dom,https://www.tripadvisor.com//Hotel_Review-g293932-d14966245-Reviews-Dom-Yerevan.html,19963.0,41.0,Yerevan,Yerevan,Khachatryan 1st Lane,Other,0,0.0,0,0,0,0
DoubleTree by Hilton Hotel Yerevan City Centre,https://www.tripadvisor.com//Hotel_Review-g293932-d8029079-Reviews-DoubleTree_by_Hilton_Hotel_Yerevan_City_Centre-Yerevan.html,38400.0,79.0,Yerevan,Yerevan,Grigor Lusavorich Street 4/2,Hotel,388,4.53246753246753,1,0,1,0
DownTown B&B,https://www.tripadvisor.com//Hotel_Review-g1438527-d13416967-Reviews-DownTown_B_B-Vanadzor_Lori_Province.html,18000.0,37.0,Lori Province,Vanadzor,Garegin Nzhdeh Street 9,Other,0,0.0,0,0,0,0
DownTown Hostel,https://www.tripadvisor.com//Hotel_Review-g293932-d3784108-Reviews-DownTown_Hostel-Yerevan.html,16658.0,34.0,Yerevan,Yerevan,Nalbandyan str. 31-42,Specialty Lodging,63,4.14285714285714,0,0,0,0
Dream House & Hostel,https://www.tripadvisor.com//Hotel_Review-g666442-d15603433-Reviews-Dream_House_Hostel-Sevan_Lake_Sevan_Gegharkunik_Province.html,9167.0,19.0,Gegharkunik Province,Lake Sevan,Sevan Griboyedov 1,Other,0,0.0,0,0,0,0
Dreams Hotel,https://www.tripadvisor.com//Hotel_Review-g293932-d12309928-Reviews-Dreams_Hotel-Yerevan.html,12492.0,26.0,Yerevan,Yerevan,5 Mesrop Mashtots Ave,Specialty Lodging,7,4.71428571428571,1,0,1,0
Duxov,https://www.tripadvisor.com//Hotel_Review-g1160895-d15608161-Reviews-Duxov-Dilijan_Tavush_Province.html,22971.0,47.0,Tavush Province,Dilijan,Myasnikyan 1 Pereulok Dom Nomer 1 A 2 etazh,Other,0,0.0,0,0,0,0
