Name,Link,Price_AMD,Price_USD,State,City,Address,Category,Review_Count,Average_Score,Free_WiFi,Breakfast_Included,Free_Parking,Swimming_Pool
Kamurj Apart Hotel,https://www.tripadvisor.com//Hotel_Review-g293932-d11768914-Reviews-Kamurj_Apart_Hotel-Yerevan.html,26242.0,54.0,Yerevan,Yerevan,Dzoragyugh Azgagrakana 21/1,Other,0,0.0,1,0,1,0
Kamurji Tak Dilijan,https://www.tripadvisor.com//Hotel_Review-g1160895-d10784766-Reviews-Kamurji_Tak_Dilijan-Dilijan_Tavush_Province.html,16667.0,34.0,Tavush Province,Dilijan,Kalinin 314 a,Other,0,0.0,0,0,0,0
Kantar,https://www.tripadvisor.com//Hotel_Review-g293932-d6984429-Reviews-Kantar-Yerevan.html,21000.0,43.0,Yerevan,Yerevan,Dyekhatan str. 10,Specialty Lodging,182,4.64835164835165,1,0,1,0
Kapsi Dzor Resort,https://www.tripadvisor.com//Hotel_Review-g815353-d13327636-Reviews-Kapsi_Dzor_Resort-Gyumri_Shirak_Province.html,8333.0,17.0,Shirak Province,Gyumri,H32,Other,0,0.0,0,0,0,0
Karimar B&B,https://www.tripadvisor.com//Hotel_Review-g2708789-d7059298-Reviews-Karimar_B_B-Ijevan_Tavush_Province.html,9989.0,21.0,Tavush Province,Ijevan,Tavrizyan street 26,Other,0,0.0,1,0,0,0
Karin's B&B,https://www.tripadvisor.com//Hotel_Review-g1055321-d15237424-Reviews-Karin_s_B_B-Sisian_Syunik_Province.html,29083.0,60.0,Syunik Province,Sisian,Andok Ishkhani Gavit 3/1,Specialty Lodging,1,5.0,0,0,0,0
Karin Resort Aghveran,https://www.tripadvisor.com//Hotel_Review-g5921305-d10819738-Reviews-Karin_Resort_Aghveran-Arzakan_Kotayk_Province.html,19992.0,41.0,Kotayk Province,Arzakan,Ulitsa Barekamutyun 66/2,Hotel,6,1.83333333333333,1,0,1,1
Karin,https://www.tripadvisor.com//Hotel_Review-g1160895-d15597733-Reviews-Karin-Dilijan_Tavush_Province.html,7500.0,15.0,Tavush Province,Dilijan,Sayat Nova Street,Other,0,0.0,0,0,0,0
Karine B&B,https://www.tripadvisor.com//Hotel_Review-g2135874-d12441258-Reviews-Karine_B_B-Yeghegnadzor_Vayots_Dzor_Province.html,15554.0,32.0,Vayots Dzor Province,Yeghegnadzor,Spandaryan 66,Other,0,0.0,1,0,1,0
Karinitas Family Hostel,https://www.tripadvisor.com//Hotel_Review-g293932-d10891048-Reviews-Karinitas_Family_Hostel-Yerevan.html,6658.0,14.0,Yerevan,Yerevan,"Isahakyan Street 14 Apt 9, 2nd floor",Other,0,0.0,1,0,0,0
Karson Apartments,https://www.tripadvisor.com//Hotel_Review-g293932-d16720613-Reviews-Karson_Apartments-Yerevan.html,20000.0,41.0,Yerevan,Yerevan,Abovyan 11,Other,0,0.0,0,0,0,0
Karson Hostel,https://www.tripadvisor.com//Hotel_Review-g293932-d7198588-Reviews-Karson_Hostel-Yerevan.html,11990.0,25.0,Yerevan,Yerevan,"16 Isaakyan A. str., Apt. 10",Specialty Lodging,3,2.66666666666667,0,0,0,0
KaTun  Hostel,https://www.tripadvisor.com//Hotel_Review-g293932-d14411765-Reviews-KaTun_Hostel-Yerevan.html,7406.0,15.0,Yerevan,Yerevan,Aygestan 3 str bld 9,Specialty Lodging,15,5.0,1,0,1,0
KAV Guest House,https://www.tripadvisor.com//Hotel_Review-g293932-d16707999-Reviews-KAV_Guest_House-Yerevan.html,13325.0,27.0,Yerevan,Yerevan,Lusinyants str. 11,Other,0,0.0,1,0,1,0
Kecharis Hotel & Resort,https://www.tripadvisor.com//Hotel_Review-g2151208-d3612413-Reviews-Kecharis_Hotel_Resort-Tsakhkadzor_Kotayk_Province.html,36001.0,74.0,Kotayk Province,Tsakhkadzor,Orbeli Brothers St. 20,B&Bs,49,4.24489795918367,1,0,1,0
Kesabella Touristic House,https://www.tripadvisor.com//Hotel_Review-g293932-d7059740-Reviews-Kesabella_Touristic_House-Yerevan.html,12500.0,26.0,Yerevan,Yerevan,"Yerevanian St., 3",B&Bs,5,4.75,1,0,1,0
KHACHI TAK Guesthouse,https://www.tripadvisor.com//Hotel_Review-g2435003-d12730951-Reviews-KHACHI_TAK_Guesthouse-Areni_Vayots_Dzor_Province.html,11992.0,25.0,Vayots Dzor Province,Areni,"St., H.10 29",Other,0,0.0,0,0,0,0
Khachik's B&B,https://www.tripadvisor.com//Hotel_Review-g666439-d2188586-Reviews-Khachik_s_B_B-Goris_Syunik_Province.html,29167.0,60.0,Syunik Province,Goris,Davit Bek Street 13,B&Bs,55,4.43636363636364,1,0,1,0
Kirovakan Hotel,https://www.tripadvisor.com//Hotel_Review-g1438527-d2443158-Reviews-Kirovakan_Hotel-Vanadzor_Lori_Province.html,18325.0,38.0,Lori Province,Vanadzor,Mashtots Str 1,B&Bs,13,3.84615384615385,0,0,0,0
Komitas Avenue Guest House,https://www.tripadvisor.com//Hotel_Review-g293932-d12494833-Reviews-Komitas_Avenue_Guest_House-Yerevan.html,6648.0,14.0,Yerevan,Yerevan,Komitas ave 51/1,Specialty Lodging,37,4.97297297297297,1,0,1,0
Kond guest house,https://www.tripadvisor.com//Hotel_Review-g293932-d14905575-Reviews-Kond_guest_house-Yerevan.html,12492.0,26.0,Yerevan,Yerevan,Leo street,Other,0,0.0,0,0,0,0
Kottedzhi,https://www.tripadvisor.com//Hotel_Review-g2151208-d12907472-Reviews-Kottedzhi-Tsakhkadzor_Kotayk_Province.html,11658.0,24.0,Kotayk Province,Tsakhkadzor,Tsaghkadzor Isaakyan 13,Other,0,0.0,0,0,0,0
Ktoor Guesthouse,https://www.tripadvisor.com//Hotel_Review-g1160895-d12437258-Reviews-Ktoor_Guesthouse-Dilijan_Tavush_Province.html,18333.0,38.0,Tavush Province,Dilijan,"Kalinin Street, 1st Blind Alley 90",B&Bs,2,5.0,1,0,1,0
L'image Art Hotel,https://www.tripadvisor.com//Hotel_Review-g293932-d14780154-Reviews-L_image_Art_Hotel-Yerevan.html,23240.0,48.0,Yerevan,Yerevan,"Pavstos Buzand street, Building 1, 1/1",Hotel,12,4.5,0,1,0,0
Lake Sevan Hostel,https://www.tripadvisor.com//Hotel_Review-g666442-d15237554-Reviews-Lake_Sevan_Hostel-Sevan_Lake_Sevan_Gegharkunik_Province.html,30508.0,63.0,Gegharkunik Province,Lake Sevan,Sargis Sevanatsi Street 17,Other,0,0.0,0,0,0,0
Lalvar,https://www.tripadvisor.com//Hotel_Review-g815351-d7057819-Reviews-Lalvar-Alaverdi_Lori_Province.html,23990.0,49.0,Lori Province,Alaverdi,"Engelsa st., 5",B&Bs,6,3.66666666666667,1,0,1,0
Lami Guest House,https://www.tripadvisor.com//Hotel_Review-g815353-d6865353-Reviews-Lami_Guest_House-Gyumri_Shirak_Province.html,30000.0,62.0,Shirak Province,Gyumri,"Shirakatsi Pogots 62, Bldg 1",Other,0,0.0,0,0,0,0
Lanjik Guest House,https://www.tripadvisor.com//Hotel_Review-g2151208-d5544267-Reviews-Lanjik_Guest_House-Tsakhkadzor_Kotayk_Province.html,24716.0,51.0,Kotayk Province,Tsakhkadzor,Orbeli St. 15/1,Specialty Lodging,7,4.57142857142857,1,0,1,0
Latar Hotel,https://www.tripadvisor.com//Hotel_Review-g293932-d4176271-Reviews-Latar_Hotel-Yerevan.html,91544.0,188.0,Yerevan,Yerevan,"Silikyan district 5th street, 58",Hotel,19,3.71428571428571,1,1,1,0
Laura's Bed & Breakfast,https://www.tripadvisor.com//Hotel_Review-g1066129-d1067004-Reviews-Laura_s_Bed_Breakfast-Stepanavan_Lori_Province.html,40833.0,84.0,Lori Province,Stepanavan,"14 Ruminakan, Apt. 8",B&Bs,3,4.33333333333333,0,0,0,0
LeMarz Hostel,https://www.tripadvisor.com//Hotel_Review-g293932-d10540941-Reviews-LeMarz_Hostel-Yerevan.html,5760.0,12.0,Yerevan,Yerevan,"Keri Street 79, Qeru Street 79",Specialty Lodging,1,5.0,1,0,0,0
Lena's B&B,https://www.tripadvisor.com//Hotel_Review-g1438527-d2039554-Reviews-Lena_s_B_B-Vanadzor_Lori_Province.html,12954.0,27.0,Lori Province,Vanadzor,Orbeli 26,B&Bs,4,4.75,1,0,1,0
Lernagorts Hotel Kapan,https://www.tripadvisor.com//Hotel_Review-g2711245-d3308827-Reviews-Lernagorts_Hotel_Kapan-Kapan_Syunik_Province.html,12492.0,26.0,Syunik Province,Kapan,2 K. Demirtchyan Str.,B&Bs,7,2.71428571428571,0,0,0,0
Light Guest House,https://www.tripadvisor.com//Hotel_Review-g815353-d15079899-Reviews-Light_Guest_House-Gyumri_Shirak_Province.html,8325.0,17.0,Shirak Province,Gyumri,Shahumyan Street 137,Other,0,0.0,0,0,0,0
Light Wings Guesthouse,https://www.tripadvisor.com//Hotel_Review-g293932-d15022975-Reviews-Light_Wings_Guesthouse-Yerevan.html,14158.0,29.0,Yerevan,Yerevan,Antarain str. 24/1,B&Bs,2,5.0,0,0,0,0
Light Wings Hostel & Tours,https://www.tripadvisor.com//Hotel_Review-g293932-d12688198-Reviews-Light_Wings_Hostel_Tours-Yerevan.html,23742.0,49.0,Yerevan,Yerevan,9th Aygestan Str.,Specialty Lodging,3,5.0,0,0,0,0
Like Home,https://www.tripadvisor.com//Hotel_Review-g293932-d13204130-Reviews-Like_Home-Yerevan.html,6006.0,12.0,Yerevan,Yerevan,Aygyestan 11 str. 10,Specialty Lodging,2,5.0,1,0,1,0
Lilla Villa,https://www.tripadvisor.com//Hotel_Review-g1160895-d9698399-Reviews-Lilla_Villa-Dilijan_Tavush_Province.html,18000.0,37.0,Tavush Province,Dilijan,Street Kalinini 157,Specialty Lodging,1,1.0,0,0,0,0
Lina Guest House,https://www.tripadvisor.com//Hotel_Review-g2708789-d12084377-Reviews-Lina_Guest_House-Ijevan_Tavush_Province.html,5825.0,12.0,Tavush Province,Ijevan,Metaghagorcner 2/2,Other,0,0.0,1,0,1,0
Lore Hotel,https://www.tripadvisor.com//Hotel_Review-g1066129-d12920712-Reviews-Lore_Hotel-Stepanavan_Lori_Province.html,20750.0,43.0,Lori Province,Stepanavan,Antarayin 999 Stroenie,Other,0,0.0,1,0,1,0
Lori-Tour Guests House,https://www.tripadvisor.com//Hotel_Review-g1438527-d13839910-Reviews-Lori_Tour_Guests_House-Vanadzor_Lori_Province.html,8333.0,17.0,Lori Province,Vanadzor,Nersisyan nrb. 36-10,Other,0,0.0,0,0,0,0
Lori Berd,https://www.tripadvisor.com//Hotel_Review-g1066129-d6160256-Reviews-Lori_Berd-Stepanavan_Lori_Province.html,7083.0,15.0,Lori Province,Stepanavan,"Avetisyan St., 22",Other,0,0.0,0,0,0,0
Lori Hotel,https://www.tripadvisor.com//Hotel_Review-g1066129-d14189971-Reviews-Lori_Hotel-Stepanavan_Lori_Province.html,12492.0,26.0,Lori Province,Stepanavan,G. Njdeh 11,Other,0,0.0,1,0,1,0
Lori Travel Guest House,https://www.tripadvisor.com//Hotel_Review-g1438527-d12979481-Reviews-Lori_Travel_Guest_House-Vanadzor_Lori_Province.html,40833.0,84.0,Lori Province,Vanadzor,,B&Bs,1,5.0,1,0,1,0
Lovely Goris,https://www.tripadvisor.com//Hotel_Review-g666439-d13936127-Reviews-Lovely_Goris-Goris_Syunik_Province.html,19125.0,39.0,Syunik Province,Goris,Movses Khorenatsi St 55,Other,0,0.0,0,0,0,0
Luxe Proshyan Str,https://www.tripadvisor.com//Hotel_Review-g293932-d10630717-Reviews-Luxe_Proshyan_Str-Yerevan.html,66490.0,137.0,Yerevan,Yerevan,"Proshyan ul. Pereulok 1, dom 70/3, 2 Etazhnyy Dom",Other,0,0.0,1,0,1,0
Luys Hostel & Guest House,https://www.tripadvisor.com//Hotel_Review-g293932-d15030137-Reviews-Luys_Hostel_Guest_House-Yerevan.html,6667.0,14.0,Yerevan,Yerevan,Keri str. 55/1,Other,0,0.0,1,0,1,0
Lyova & Sons B&B,https://www.tripadvisor.com//Hotel_Review-g666439-d2045428-Reviews-Lyova_Sons_B_B-Goris_Syunik_Province.html,20000.0,41.0,Syunik Province,Goris,Gusan Ashot 12,B&Bs,14,4.07142857142857,1,0,1,0
Lyusi Hostel,https://www.tripadvisor.com//Hotel_Review-g666439-d15000116-Reviews-Lyusi_Hostel-Goris_Syunik_Province.html,22875.0,47.0,Syunik Province,Goris,Movses Khorenatsi Street 19,Other,0,0.0,0,0,0,0
Magic Mouse,https://www.tripadvisor.com//Hotel_Review-g666442-d15245681-Reviews-Magic_Mouse-Sevan_Lake_Sevan_Gegharkunik_Province.html,37448.0,77.0,Gegharkunik Province,Lake Sevan,Yerevan - Dilijan Hightway 98 Km,Other,0,0.0,0,0,0,0
Magnoliya Butik-Hostel,https://www.tripadvisor.com//Hotel_Review-g293932-d13414751-Reviews-Magnoliya_Butik_Hostel-Yerevan.html,13333.0,27.0,Yerevan,Yerevan,"Pr.Mashtots 37, sq. 65",Specialty Lodging,1,5.0,1,0,0,0
Manand Hotel,https://www.tripadvisor.com//Hotel_Review-g293932-d9794631-Reviews-Manand_Hotel-Yerevan.html,15833.0,33.0,Yerevan,Yerevan,Paronyana str. 15,Specialty Lodging,1,5.0,0,0,0,0
Mashtots Hotel,https://www.tripadvisor.com//Hotel_Review-g293932-d12120962-Reviews-Mashtots_Hotel-Yerevan.html,18325.0,38.0,Yerevan,Yerevan,Mesrop Mashtots Avenue 40A,B&Bs,15,4.25,0,0,0,0
Masis B&B,https://www.tripadvisor.com//Hotel_Review-g666439-d12868240-Reviews-Masis_B_B-Goris_Syunik_Province.html,20000.0,41.0,Syunik Province,Goris,Satyan Street 12,Other,0,0.0,1,0,1,0
Masiv Hostel,https://www.tripadvisor.com//Hotel_Review-g293932-d7063615-Reviews-Masiv_Hostel-Yerevan.html,6667.0,14.0,Yerevan,Yerevan,Floor 4-5 Moldovakan str.,Other,0,0.0,1,0,1,0
Master's House Dayan,https://www.tripadvisor.com//Hotel_Review-g293932-d10817665-Reviews-Master_s_House_Dayan-Yerevan.html,13325.0,27.0,Yerevan,Yerevan,Lusinyants 11,B&Bs,6,5.0,1,0,1,0
Mayisyan Kamurdj Hotel,https://www.tripadvisor.com//Hotel_Review-g2708789-d6371689-Reviews-Mayisyan_Kamurdj_Hotel-Ijevan_Tavush_Province.html,18333.0,38.0,Tavush Province,Ijevan,Tavush Marz,B&Bs,4,4.5,1,0,0,1
MBM Hotel Yerevan,https://www.tripadvisor.com//Hotel_Review-g293932-d13965226-Reviews-MBM_Hotel_Yerevan-Yerevan.html,15617.0,32.0,Yerevan,Yerevan,Kochar Yervand str. 19/8,B&Bs,5,5.0,1,0,1,0
Messier 53 Hotel Yerevan,https://www.tripadvisor.com//Hotel_Review-g293932-d12311601-Reviews-Messier_53_Hotel_Yerevan-Yerevan.html,41658.0,86.0,Yerevan,Yerevan,"Vardanants St.,15/4",Hotel,74,4.39189189189189,1,0,1,0
Metro Aparthotel,https://www.tripadvisor.com//Hotel_Review-g293932-d11760668-Reviews-Metro_Aparthotel-Yerevan.html,12742.0,26.0,Yerevan,Yerevan,Argishti Street 4,Specialty Lodging,1,4.0,1,0,0,0
Metro Garden,https://www.tripadvisor.com//Hotel_Review-g666442-d13992017-Reviews-Metro_Garden-Sevan_Lake_Sevan_Gegharkunik_Province.html,16561.0,34.0,Gegharkunik Province,Lake Sevan,M4,Other,0,0.0,0,0,0,0
MGA Hostel & Tours,https://www.tripadvisor.com//Hotel_Review-g293932-d8005673-Reviews-MGA_Hostel_Tours-Yerevan.html,10850.0,22.0,Yerevan,Yerevan,Khoryenatsi M. str. 10/17,Specialty Lodging,37,4.51351351351351,1,0,1,0
Mi & Max Hotel,https://www.tripadvisor.com//Hotel_Review-g2711245-d6163017-Reviews-Mi_Max_Hotel-Kapan_Syunik_Province.html,12500.0,26.0,Syunik Province,Kapan,Demirjyan St. 2,B&Bs,10,4.0,1,0,0,0
Mia Casa Hotel Yerevan,https://www.tripadvisor.com//Hotel_Review-g293932-d11643507-Reviews-Mia_Casa_Hotel_Yerevan-Yerevan.html,23325.0,48.0,Yerevan,Yerevan,Shara-Talyana str. 13,Hotel,73,4.81944444444444,1,0,1,0
Mia Guest House,https://www.tripadvisor.com//Hotel_Review-g1160895-d14943409-Reviews-Mia_Guest_House-Dilijan_Tavush_Province.html,14000.0,29.0,Tavush Province,Dilijan,Myasnikyan Street 76,B&Bs,2,1.0,0,0,0,0
Miami International Suite Hotel,https://www.tripadvisor.com//Hotel_Review-g293932-d10786964-Reviews-Miami_International_Suite_Hotel-Yerevan.html,10825.0,22.0,Yerevan,Yerevan,Bagratunyants str. 3,B&Bs,9,4.0,1,0,1,0
Midnight,https://www.tripadvisor.com//Hotel_Review-g293932-d15584691-Reviews-Midnight-Yerevan.html,9091.0,19.0,Yerevan,Yerevan,Charenc 9 1,Other,0,0.0,0,0,0,0
Mina Hotel,https://www.tripadvisor.com//Hotel_Review-g666439-d2443197-Reviews-Mina_Hotel-Goris_Syunik_Province.html,33934.0,70.0,Syunik Province,Goris,Mashtots str 169,B&Bs,65,3.70769230769231,1,0,1,0
Mini Hostel Tigranyan 5,https://www.tripadvisor.com//Hotel_Review-g293932-d10454255-Reviews-Mini_Hostel_Tigranyan_5-Yerevan.html,7990.0,16.0,Yerevan,Yerevan,"Tigranyan 5, 38",Specialty Lodging,4,5.0,1,0,1,0
Mini Hotel on Sevan Lake,https://www.tripadvisor.com//Hotel_Review-g666442-d12595332-Reviews-Mini_Hotel_on_Sevan_Lake-Sevan_Lake_Sevan_Gegharkunik_Province.html,29167.0,60.0,Gegharkunik Province,Lake Sevan,Trassa Lerievan-Sievan,Other,0,0.0,0,0,0,0
Mini House Hostel,https://www.tripadvisor.com//Hotel_Review-g815351-d12847883-Reviews-Mini_House_Hostel-Alaverdi_Lori_Province.html,12600.0,26.0,Lori Province,Alaverdi,2 Gayi Street,Specialty Lodging,6,5.0,0,0,0,0
Minotel Barsam Suites,https://www.tripadvisor.com//Hotel_Review-g293932-d7148555-Reviews-Minotel_Barsam_Suites-Yerevan.html,28088.0,58.0,Yerevan,Yerevan,"Mher Mkrtchyan St., 8",Hotel,90,3.85555555555556,1,0,1,0
MIRA Hotel,https://www.tripadvisor.com//Hotel_Review-g666439-d4699784-Reviews-MIRA_Hotel-Goris_Syunik_Province.html,23750.0,49.0,Syunik Province,Goris,Ankakhutyan St. 24/3,B&Bs,68,4.47058823529412,1,0,1,0
Mirage Guest House,https://www.tripadvisor.com//Hotel_Review-g293932-d15226237-Reviews-Mirage_Guest_House-Yerevan.html,6250.0,13.0,Yerevan,Yerevan,Kochar Yervand str. 19,Other,0,0.0,0,0,0,0
Mirage Hotel,https://www.tripadvisor.com//Hotel_Review-g293932-d8337431-Reviews-Mirage_Hotel-Yerevan.html,20000.0,41.0,Yerevan,Yerevan,Khudyakova marshala str. 4,Hotel,6,4.66666666666667,1,0,1,0
Mo-Mosh,https://www.tripadvisor.com//Hotel_Review-g2708780-d15225823-Reviews-Mo_Mosh-Jermuk_Vayots_Dzor_Province.html,15000.0,31.0,Vayots Dzor Province,Jermuk,Gndevaz 2-aia Ul. dom 6,Other,0,0.0,0,0,0,0
Monte Carlo,https://www.tripadvisor.com//Hotel_Review-g293932-d6226959-Reviews-Monte_Carlo-Yerevan.html,13480.0,28.0,Yerevan,Yerevan,Bagrevand Street 11,B&Bs,3,2.0,1,0,0,1
Moscow House Hotel,https://www.tripadvisor.com//Hotel_Review-g293932-d1236230-Reviews-Moscow_House_Hotel-Yerevan.html,19833.0,41.0,Yerevan,Yerevan,7 Argishti Str,B&Bs,2,4.0,1,0,0,0
Motel Acapulco,https://www.tripadvisor.com//Hotel_Review-g293932-d8284624-Reviews-Motel_Acapulco-Yerevan.html,11000.0,23.0,Yerevan,Yerevan,Kajaznuni 14,Hotel,2,2.0,0,0,0,0
Motel Eforea,https://www.tripadvisor.com//Hotel_Review-g293932-d9463268-Reviews-Motel_Eforea-Yerevan.html,62500.0,129.0,Yerevan,Yerevan,Arshakunyats ave 3a,Other,0,0.0,0,0,0,0
Mthnadzor,https://www.tripadvisor.com//Hotel_Review-g666439-d10713352-Reviews-Mthnadzor-Goris_Syunik_Province.html,17250.0,35.0,Syunik Province,Goris,Mashtots 86,Specialty Lodging,12,4.16666666666667,1,0,1,0
Multi Rest House Hotel,https://www.tripadvisor.com//Hotel_Review-g2151208-d3152003-Reviews-Multi_Rest_House_Hotel-Tsakhkadzor_Kotayk_Province.html,11553.0,24.0,Kotayk Province,Tsakhkadzor,Olympiakan St. 8,Hotel,45,3.63636363636364,1,0,1,0
Musa Ler Hotel,https://www.tripadvisor.com//Hotel_Review-g293932-d13073612-Reviews-Musa_Ler_Hotel-Yerevan.html,15000.0,31.0,Yerevan,Yerevan,1/7 Davit-Bek Street,B&Bs,3,4.0,1,0,1,0
Mush B&B,https://www.tripadvisor.com//Hotel_Review-g815353-d7070737-Reviews-Mush_B_B-Gyumri_Shirak_Province.html,15000.0,31.0,Shirak Province,Gyumri,Mush 2/2,B&Bs,1,5.0,0,0,0,0
My Apartments Yerevan,https://www.tripadvisor.com//Hotel_Review-g293932-d12288288-Reviews-My_Apartments_Yerevan-Yerevan.html,24648.0,51.0,Yerevan,Yerevan,Abovyan str. 34,Specialty Lodging,7,4.14285714285714,0,0,0,0
My Corner Hostel,https://www.tripadvisor.com//Hotel_Review-g293932-d6585117-Reviews-My_Corner_Hostel-Yerevan.html,20000.0,41.0,Yerevan,Yerevan,Street Zarubyan 1/1,Specialty Lodging,19,4.36842105263158,1,0,1,0
My Dilijan Guest House,https://www.tripadvisor.com//Hotel_Review-g1160895-d12847873-Reviews-My_Dilijan_Guest_House-Dilijan_Tavush_Province.html,27000.0,56.0,Tavush Province,Dilijan,Mkhitaryan 6,B&Bs,1,4.0,1,0,0,0
My Home B&B,https://www.tripadvisor.com//Hotel_Review-g815353-d7655983-Reviews-My_Home_B_B-Gyumri_Shirak_Province.html,24992.0,51.0,Shirak Province,Gyumri,Sundukyan 172,Specialty Lodging,5,5.0,1,0,0,0
My Hotel Yerevan,https://www.tripadvisor.com//Hotel_Review-g293932-d6702577-Reviews-My_Hotel_Yerevan-Yerevan.html,23750.0,49.0,Yerevan,Yerevan,Nalbandyan street 47/1,Hotel,160,4.59748427672956,1,0,1,0
Myasnikyan 78,https://www.tripadvisor.com//Hotel_Review-g1160895-d12715815-Reviews-Myasnikyan_78-Dilijan_Tavush_Province.html,27000.0,56.0,Tavush Province,Dilijan,Myasnikyan Street 78,Other,0,0.0,0,0,0,0
Nairi Hotel,https://www.tripadvisor.com//Hotel_Review-g1438527-d15081528-Reviews-Nairi_Hotel-Vanadzor_Lori_Province.html,12500.0,26.0,Lori Province,Vanadzor,Nairi 10/2,Other,0,0.0,1,0,1,0
NANE HOTEL,https://www.tripadvisor.com//Hotel_Review-g815353-d2196420-Reviews-NANE_HOTEL-Gyumri_Shirak_Province.html,17250.0,35.0,Shirak Province,Gyumri,Garegin Njdeh Ave. 1/5,B&Bs,36,4.72222222222222,1,0,1,0
Nare Hotel,https://www.tripadvisor.com//Hotel_Review-g293932-d4324987-Reviews-Nare_Hotel-Yerevan.html,28050.0,58.0,Yerevan,Yerevan,Ovsyepyan G. str. 22/10,B&Bs,27,4.37037037037037,1,0,1,0
Narek B&B,https://www.tripadvisor.com//Hotel_Review-g666439-d15364041-Reviews-Narek_B_B-Goris_Syunik_Province.html,17075.0,35.0,Syunik Province,Goris,Bakhshyan St 4,Other,0,0.0,0,0,0,0
NarVar Hotel,https://www.tripadvisor.com//Hotel_Review-g666439-d8488781-Reviews-NarVar_Hotel-Goris_Syunik_Province.html,17600.0,36.0,Syunik Province,Goris,Komitas Street 26/8a,B&Bs,2,5.0,1,0,1,0
Nectar Hotel,https://www.tripadvisor.com//Hotel_Review-g1066129-d12486955-Reviews-Nectar_Hotel-Stepanavan_Lori_Province.html,36000.0,74.0,Lori Province,Stepanavan,Stepanavan Avetisyan 43/1,Other,0,0.0,1,0,1,0
Nersisyan Alvard B&B,https://www.tripadvisor.com//Hotel_Review-g2426280-d12310018-Reviews-Nersisyan_Alvard_B_B-Odzun_Alaverdi_Lori_Province.html,16667.0,34.0,Lori Province,Alaverdi,"Ulitsa, No 31 3-Ya",Other,0,0.0,0,0,0,0
